,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
95,ajb,5.0,"I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little less memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computers support this format, many of the older computers do not (This includes all but a few tablets and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chances are their machine cannot support MicroSDXC format.",2013-03-25,623,4,0,4,4,1.0,0.5101091635454027
96,A.J. Matheson,4.0,"I got this because I just couldn't pass up the deal, $17.99. It has been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping was fast and the packaging was easy to open which is always great in my book. Only issue I had was I had to format it on my computer first before my phone was able to recognize it.",2012-11-26,742,0,0,0,0,0.0,0.0
97,A.J.O. From California,5.0,"You get a lot of storage at a small price. the micro sd with adapter, class 10 so it's fast . I am happy with this purchase and You will be too. I hope this review is helpful!",2014-05-24,198,0,0,0,0,0.0,0.0
98,A. J. Stavsky,5.0,"The Ultra micro SDHC was fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player needs to be totally off before the microcard is inserted. If not, the unit will not read the card!  Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous...",2013-11-25,378,0,0,0,0,0.0,0.0
99,"AJZ ""~AZ""",5.0,I upgraded to this after the price dropped. I originally had a 16gig sandisk card and it was in my mytouch 4g. I found toward my mytouch 4g's end of life that space is running low. So when I got my Galaxy S3 I bought this card. It works flawlessly. I highly recommend it. Now errors what so ever. Super fast transfer rate.,2013-03-14,634,0,0,0,0,0.0,0.0
100,ak2012,5.0,This item was priced right and fit right into my cell phone without any issues. Does what it is suppose to do and I don't know what else I could say. Being a class 10 it is suppose to be plenty fast for cell phone use which I am sure speeds up camera use to some degree. Has worked well and the shipping was fast.,2013-04-26,591,0,0,0,0,0.0,0.0
101,AK529,4.0,"I got this memory card for my Samsung Galaxy S3. I was running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I was hopping to put lots of media on it. In addition to nandroid backups and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backups or flash custom roms. Most custom recovery and custom roms dont work with ex-fat. So my only choice was to format the card to fat 32, which meant I couldn't put any files larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backups or put files larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and comes with lifetime warranty. Ive never had any issues with sandisk memory cards or usb flash drives. They last a really long time.",2013-04-02,615,1,0,1,1,1.0,0.20654931437723742
102,A. Kaplan,5.0,"Using the included adaptor on my MacBook Pro to transfer files, I was impressed with the speed of this card.",2014-07-01,160,0,0,0,0,0.0,0.0
103,"A. Kenneth Webster ""Ken Webster""",5.0,Got this to store movies and music on my Samsung Note III.Not much to say about a memory card except that it works as expected.,2014-05-03,219,0,0,0,0,0.0,0.0
104,A. Kim,5.0,I purchased this version to expand memory on my 16gb android tablet.  Nothing fancy but it does the job.  No problems and it played back flawlessly all the files I transferred.There are so many different microSD cards out now but if you see this on sale then you might want to consider it instead of cheaper no-name brand.,2014-02-01,310,0,0,0,0,0.0,0.0
105,A. Kinney,5.0,I've ordered other SD cards before but this one is the best overall. Shipping was excellent fast and reliable. I would recommend it to anyone who is looking for a quality product. Thanks again!,2014-07-01,160,0,0,0,0,0.0,0.0
106,akisadr,5.0,I use this for my phone and it works just as it should and it was totally worth the money! Great place to store pictures and music for phones instead of using the phone memory so it will still run fast.,2013-07-10,516,0,0,0,0,0.0,0.0
107,Alaa S. AL Sinan,4.0,"I bought two of these one for Asus infinity and one for Samsung galaxy s3 international version. It worked fine with my Asus but it didn't work on my phone. I formatted this card using the phone,the tablet and my laptop  but didn't work I did some tests with apps using some apps nothing showed its not working the only way I got it to work is by formatting it in my Canon SLR camera.",2013-10-01,433,0,0,0,0,0.0,0.0
108,Alan,2.0,"It works but the actual R/W speeds are 18/8 MB/s, not even Class 10. It should be marketed as ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest results are 32/8.6MB/s. Since the read speed hits 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though.",2014-03-25,258,0,0,0,0,0.0,0.0
109,Alan,4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.,2014-01-31,311,0,0,0,0,0.0,0.0
110,Alan Smithee,5.0,Great for adding a ton of storage to your smartphone or other device.  Fast enough for most needs and the price is right.,2013-12-04,369,0,0,0,0,0.0,0.0
111,"Albert C. Marth ""Albert c. Marth""",5.0,"You can't possibly go wrong with a San Disc product!  Although I purchased this for my son, I have used San Disc in the past and have never been disappointed!",2014-01-19,323,0,0,0,0,0.0,0.0
112,Albert,3.0,Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,2014-04-05,247,0,0,0,0,0.0,0.0
113,Albert,4.0,"I bought this for my son's tablet for cartoon videos, movies and &#34;all&#34; games he will be downloading (He's under 5 yrs so they'll be small simple games).",2013-12-04,369,0,0,0,0,0.0,0.0
114,"Albert Macias Jr. ""Baretoes""",5.0,"I bought this for a friend of mine to put some videos on it.  Initially, when plugged into the computer, we couldn't find the storage in the directory.  However, after finding a micro sd to usb adapter...bingo!  Worked like a charm after that.  Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it.  We also used a Linux O/S.  Go figure.",2013-08-18,477,0,0,0,0,0.0,0.0
115,"Alberto Figueroa ""U.S. Air Force""",5.0,"The Sandisk Ultra 64GB Micro Card is a great addition to maximize the Samsung Galaxy IIIS, whatever version you got 16GB or 32GB. Is a very fast memory at a great price. Plenty space for pictures, videos and Android Applications. Good for the 1080 videos that the Galaxy IIIS use. Super Fast. If you got the most advanced smartphone in the market as I do, this is the memory to get at the right price.",2012-12-10,728,1,0,1,1,1.0,0.20654931437723742
116,Alberto,5.0,I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.,2014-03-02,281,0,0,0,0,0.0,0.0
117,"Alberto Joao Briguet Nt ""A. Briguet""",5.0,This memory works in Samsung Smartphones .It is a fast memorySandisk is the most reliable memories in the market,2014-01-13,329,0,0,0,0,0.0,0.0
118,ALBERTO MENDOZA ALVAREZ,5.0,"Love it, good quality good performance, great brand. Could not find better product for my money. Using it for a Samsung Galaxy S4 mini with zero complications.",2014-10-01,68,0,0,0,0,0.0,0.0
119,Al Campbell,5.0,"This product arrived in two days (Prime), it was exactly what I ordered and it works great in my Galaxy S3. I know a class 10 is not exactly needed in a cell phone but it cannot hurt, right? I'm very happy with this purchase.",2013-02-27,649,0,0,0,0,0.0,0.0
120,Ale-B,5.0,I expanded my Samsung Tab 10.1 tablet from 1GB to 32GB works fast and don't see any lags. I can now store more than ten movies on my tab and play right of the flash disc with no problems.Very happy with this card.,2013-10-30,404,0,0,0,0,0.0,0.0
121,A. Lee,5.0,"Update: providing an update with regard to SanDisk support.I bought the memory card in Aug 2012 (see original review below). In May of 2013 while on my cruise to Alaska the card went bad. During the sailing out of San Francisco it was fine as I used it to take a panorama shot of the Golden Gate Bridge. For most of the cruise I was using my DSLR but the next time I wanted to use my cell phone, the phone told me I had no memory card loaded.  Any way, tested the card on my laptop when I got back and it couldn't recognize it. I contacted SanDisk via email and provide them copy of my receipt from Amazon along with the serial number on the back of the card (very hard to read) and no problems; they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone.  Great support provide by SanDisk. No hassle as long as you can provide proof of purchase (easy to do since Amazon keeps my entire purchase history/invoices online).  One reason I buy directly from Amazon itself vs other vendors (either on Amazon or elsewhere on the Internet) is that I have confidence that the memory cards sold by Amazon itself are genuine.  there may be incredible deals elsewhere on the internet but in some cases the deals are too good to be true and counterfeit cards are being sold.Original review:Just received this today. Removed it from the packaging and inserted it into my Samsung Galaxy S3 (Verizon) and powered the unit back up and the storage was available.  No formatting required. Worked the first time out. Settings showed 29.71GB of total space (32GB version) and 29.71GB of free space.  I like the fact that a SD adapter came with it.  Should I ever need to insert the card into my laptop it will come in handy. (yes I can plug my phone directly to my laptop but if I ever swap this 32GB card out of my phone and replace it with a 64GB version, I can use this 32GB version via the adapter for other purposes.)",2012-05-09,943,5,0,5,5,1.0,0.5655175352168252
